ProductId,ProductCategory,ChannelId,Amount,Value,PricingStrategy,FraudResult,Transaction Date,Transaction Day,Transaction Time,AmountAbs
ProductId_3,airtime,ChannelId_3,1500.0,1500,2,0,2018-11-15,Thursday,05:50:14,1500.0
ProductId_6,financial_services,ChannelId_2,-67.25,68,2,0,2018-11-15,Thursday,05:50:48,67.25
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,05:52:57,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,05:53:27,50.0
ProductId_15,financial_services,ChannelId_3,2200.0,2200,2,0,2018-11-15,Thursday,05:54:12,2200.0
ProductId_15,financial_services,ChannelId_3,2200.0,2200,2,0,2018-11-15,Thursday,05:55:12,2200.0
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2,0,2018-11-15,Thursday,06:01:28,8000.0
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2,0,2018-11-15,Thursday,06:02:27,8000.0
ProductId_21,utility_bill,ChannelId_3,10000.0,11200,2,0,2018-11-15,Thursday,06:03:00,10000.0
ProductId_6,financial_services,ChannelId_2,-622.0,622,2,0,2018-11-15,Thursday,06:03:27,622.0
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2,0,2018-11-15,Thursday,06:03:40,8000.0
ProductId_10,airtime,ChannelId_3,5000.0,5000,2,0,2018-11-15,Thursday,06:04:47,5000.0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2,0,2018-11-15,Thursday,06:04:58,100.0
ProductId_11,data_bundles,ChannelId_3,2000.0,2000,4,0,2018-11-15,Thursday,06:05:11,2000.0
ProductId_6,financial_services,ChannelId_2,-40.0,40,2,0,2018-11-15,Thursday,06:05:33,40.0
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2,0,2018-11-15,Thursday,06:08:57,5000.0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2,0,2018-11-15,Thursday,06:10:19,2000.0
ProductId_6,financial_services,ChannelId_2,-40.0,40,2,0,2018-11-15,Thursday,06:10:33,40.0
ProductId_6,financial_services,ChannelId_2,-496.0,496,2,0,2018-11-15,Thursday,06:11:04,496.0
ProductId_15,financial_services,ChannelId_3,30000.0,30000,2,0,2018-11-15,Thursday,06:13:54,30000.0
ProductId_1,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,06:14:20,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,06:14:32,50.0
ProductId_10,airtime,ChannelId_3,1261.0,1261,2,0,2018-11-15,Thursday,06:16:39,1261.0
ProductId_15,financial_services,ChannelId_3,2000.0,2000,2,0,2018-11-15,Thursday,06:17:42,2000.0
ProductId_5,transport,ChannelId_3,41000.0,41000,2,0,2018-11-15,Thursday,06:18:24,41000.0
ProductId_3,airtime,ChannelId_3,2000.0,2000,1,0,2018-11-15,Thursday,06:20:45,2000.0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2,0,2018-11-15,Thursday,06:22:49,100.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,06:27:21,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,06:27:51,50.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,06:28:58,1000.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,Thursday,06:29:10,20.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,06:30:33,1000.0
ProductId_3,airtime,ChannelId_3,3000.0,3000,2,0,2018-11-15,Thursday,06:31:35,3000.0
ProductId_6,financial_services,ChannelId_2,-150.0,150,2,0,2018-11-15,Thursday,06:32:04,150.0
ProductId_21,utility_bill,ChannelId_3,5000.0,5750,2,0,2018-11-15,Thursday,06:39:10,5000.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,06:39:41,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,06:40:11,50.0
ProductId_4,airtime,ChannelId_3,3500.0,3500,2,0,2018-11-15,Thursday,06:41:10,3500.0
ProductId_6,financial_services,ChannelId_2,-175.0,175,2,0,2018-11-15,Thursday,06:41:27,175.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,06:45:38,1000.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,06:48:29,1000.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,Thursday,06:48:44,20.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,Thursday,06:53:23,10000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,Thursday,06:53:44,10000.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,06:55:55,1000.0
ProductId_15,financial_services,ChannelId_3,10500.0,10500,2,0,2018-11-15,Thursday,06:58:13,10500.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,Thursday,06:58:20,10000.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-15,Thursday,06:58:25,10000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,Thursday,06:58:38,10000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,Thursday,06:58:59,10000.0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2,0,2018-11-15,Thursday,06:59:00,2000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,Thursday,06:59:11,10000.0
ProductId_6,financial_services,ChannelId_2,-40.0,40,2,0,2018-11-15,Thursday,06:59:13,40.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,Thursday,06:59:25,10000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,Thursday,06:59:36,10000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,1,0,2018-11-15,Thursday,07:00:04,10000.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,07:01:44,1000.0
ProductId_10,airtime,ChannelId_2,-1000.0,1000,4,0,2018-11-15,Thursday,07:01:52,1000.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,Thursday,07:01:56,20.0
ProductId_10,airtime,ChannelId_3,500.0,500,2,0,2018-11-15,Thursday,07:02:45,500.0
ProductId_3,airtime,ChannelId_3,600.0,600,2,0,2018-11-15,Thursday,07:02:47,600.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,07:03:26,1000.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,07:03:27,1000.0
ProductId_6,financial_services,ChannelId_2,-30.0,30,2,0,2018-11-15,Thursday,07:03:50,30.0
ProductId_6,financial_services,ChannelId_2,-10.0,10,2,0,2018-11-15,Thursday,07:04:02,10.0
ProductId_15,financial_services,ChannelId_3,17000.0,17000,2,0,2018-11-15,Thursday,07:05:16,17000.0
ProductId_3,airtime,ChannelId_3,600.0,600,2,0,2018-11-15,Thursday,07:09:27,600.0
ProductId_3,airtime,ChannelId_3,600.0,600,2,0,2018-11-15,Thursday,07:10:18,600.0
ProductId_6,financial_services,ChannelId_2,-30.0,30,2,0,2018-11-15,Thursday,07:10:43,30.0
ProductId_15,financial_services,ChannelId_3,15000.0,15000,2,0,2018-11-15,Thursday,07:10:59,15000.0
ProductId_15,financial_services,ChannelId_3,9999.0,9999,2,0,2018-11-15,Thursday,07:12:53,9999.0
ProductId_15,financial_services,ChannelId_3,9999.0,9999,2,0,2018-11-15,Thursday,07:13:06,9999.0
ProductId_1,airtime,ChannelId_3,500.0,500,2,0,2018-11-15,Thursday,07:13:47,500.0
ProductId_6,financial_services,ChannelId_2,-25.0,25,2,0,2018-11-15,Thursday,07:13:58,25.0
ProductId_3,airtime,ChannelId_2,-2000.0,2000,4,0,2018-11-15,Thursday,07:17:05,2000.0
ProductId_1,airtime,ChannelId_3,1500.0,1500,2,0,2018-11-15,Thursday,07:27:48,1500.0
ProductId_6,financial_services,ChannelId_2,-75.0,75,2,0,2018-11-15,Thursday,07:28:03,75.0
ProductId_3,airtime,ChannelId_3,500.0,500,2,0,2018-11-15,Thursday,07:33:01,500.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,07:42:49,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,07:43:24,50.0
ProductId_20,ticket,ChannelId_3,35000.0,35000,4,0,2018-11-15,Thursday,07:45:05,35000.0
ProductId_15,financial_services,ChannelId_3,50000.0,50000,2,0,2018-11-15,Thursday,07:49:22,50000.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,07:57:47,1000.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,Thursday,07:58:00,20.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,08:01:03,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,08:01:39,50.0
ProductId_15,financial_services,ChannelId_3,700000.0,700000,0,1,2018-11-15,Thursday,08:04:51,700000.0
ProductId_3,airtime,ChannelId_3,3000.0,3000,2,0,2018-11-15,Thursday,08:07:21,3000.0
ProductId_6,financial_services,ChannelId_2,-150.0,150,2,0,2018-11-15,Thursday,08:07:52,150.0
ProductId_4,airtime,ChannelId_3,500.0,500,4,0,2018-11-15,Thursday,08:11:57,500.0
ProductId_3,airtime,ChannelId_3,2000.0,2000,4,0,2018-11-15,Thursday,08:13:48,2000.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,08:14:16,1000.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,Thursday,08:14:30,20.0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2,0,2018-11-15,Thursday,08:14:34,100.0
ProductId_15,financial_services,ChannelId_3,3000.0,3000,2,0,2018-11-15,Thursday,08:15:25,3000.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,08:15:38,1000.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,Thursday,08:15:47,20.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,08:16:24,1000.0
ProductId_9,financial_services,ChannelId_1,500.0,500,0,0,2018-11-15,Thursday,08:19:15,500.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,08:20:06,1000.0
ProductId_9,financial_services,ChannelId_1,725000.0,725000,2,1,2018-11-15,Thursday,08:20:09,725000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,08:20:37,50.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,08:20:58,50.0
ProductId_15,financial_services,ChannelId_3,1200.0,1200,2,0,2018-11-15,Thursday,08:22:24,1200.0
ProductId_3,airtime,ChannelId_3,1235.0,1235,2,0,2018-11-15,Thursday,08:23:17,1235.0
ProductId_6,financial_services,ChannelId_2,-60.0,60,2,0,2018-11-15,Thursday,08:23:46,60.0
ProductId_3,airtime,ChannelId_3,500.0,500,2,0,2018-11-15,Thursday,08:23:59,500.0
ProductId_6,financial_services,ChannelId_2,-25.0,25,2,0,2018-11-15,Thursday,08:24:25,25.0
ProductId_15,financial_services,ChannelId_3,2000.0,2000,2,0,2018-11-15,Thursday,08:24:30,2000.0
ProductId_15,financial_services,ChannelId_3,700000.0,700000,0,1,2018-11-15,Thursday,08:31:57,700000.0
ProductId_3,airtime,ChannelId_3,1500.0,1500,4,0,2018-11-15,Thursday,08:32:30,1500.0
ProductId_6,financial_services,ChannelId_2,-75.0,75,2,0,2018-11-15,Thursday,08:33:11,75.0
ProductId_15,financial_services,ChannelId_3,200000.0,200000,0,0,2018-11-15,Thursday,08:33:20,200000.0
ProductId_15,financial_services,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,08:40:27,1000.0
ProductId_21,utility_bill,ChannelId_3,500.0,1115,2,0,2018-11-15,Thursday,08:42:56,500.0
ProductId_1,airtime,ChannelId_3,800.0,800,2,0,2018-11-15,Thursday,08:45:01,800.0
ProductId_24,movies,ChannelId_3,10000.0,10000,2,0,2018-11-15,Thursday,08:45:03,10000.0
ProductId_6,financial_services,ChannelId_2,-10.0,10,2,0,2018-11-15,Thursday,08:45:16,10.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,08:46:11,1000.0
ProductId_11,data_bundles,ChannelId_3,1000.0,1000,4,0,2018-11-15,Thursday,08:46:54,1000.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-15,Thursday,08:47:24,20.0
ProductId_10,airtime,ChannelId_3,500.0,500,4,0,2018-11-15,Thursday,08:51:13,500.0
ProductId_19,tv,ChannelId_3,3500.0,3500,2,0,2018-11-15,Thursday,08:53:16,3500.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,08:55:50,1000.0
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2,0,2018-11-15,Thursday,08:55:50,49000.0
ProductId_24,movies,ChannelId_3,5000.0,7000,2,0,2018-11-15,Thursday,08:55:59,5000.0
ProductId_3,airtime,ChannelId_3,1100.0,1100,2,0,2018-11-15,Thursday,08:56:05,1100.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,08:56:21,50.0
ProductId_6,financial_services,ChannelId_2,-55.0,55,2,0,2018-11-15,Thursday,08:56:38,55.0
ProductId_3,airtime,ChannelId_3,7000.0,7000,2,0,2018-11-15,Thursday,08:58:52,7000.0
ProductId_15,financial_services,ChannelId_3,49000.0,49000,2,0,2018-11-15,Thursday,08:58:56,49000.0
ProductId_6,financial_services,ChannelId_2,-350.0,350,2,0,2018-11-15,Thursday,08:59:24,350.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-15,Thursday,09:03:58,10000.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,09:07:09,1000.0
ProductId_11,data_bundles,ChannelId_3,30000.0,30000,4,0,2018-11-15,Thursday,09:07:29,30000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,09:07:41,50.0
ProductId_6,financial_services,ChannelId_2,-600.0,600,2,0,2018-11-15,Thursday,09:08:09,600.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-15,Thursday,09:10:09,10000.0
ProductId_15,financial_services,ChannelId_3,1500.0,1500,2,0,2018-11-15,Thursday,09:10:12,1500.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,09:10:49,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,09:11:21,50.0
ProductId_10,airtime,ChannelId_3,2000.0,2000,2,0,2018-11-15,Thursday,09:12:05,2000.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,09:12:47,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,09:13:18,50.0
ProductId_15,financial_services,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,09:18:01,1000.0
ProductId_4,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-15,Thursday,09:18:02,1000.0
ProductId_3,airtime,ChannelId_3,1100.0,1100,2,0,2018-11-15,Thursday,09:19:20,1100.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-15,Thursday,09:19:55,50.0
ProductId_3,airtime,ChannelId_3,900.0,900,4,0,2018-11-15,Thursday,09:21:03,900.0
ProductId_6,financial_services,ChannelId_2,-45.0,45,2,0,2018-11-15,Thursday,09:21:44,45.0
ProductId_15,financial_services,ChannelId_3,20000.0,20000,2,0,2018-11-15,Thursday,09:24:03,20000.0
ProductId_15,financial_services,ChannelId_3,2500.0,2500,2,0,2018-11-15,Thursday,09:24:36,2500.0
ProductId_3,airtime,ChannelId_3,2000.0,2000,2,0,2018-11-15,Thursday,09:27:56,2000.0
ProductId_6,financial_services,ChannelId_2,-100.0,100,2,0,2018-11-15,Thursday,09:28:28,100.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,11:35:22,5000.0
ProductId_19,tv,ChannelId_3,3500.0,3500,2,0,2018-11-16,Friday,11:37:38,3500.0
ProductId_6,financial_services,ChannelId_2,-70.0,70,2,0,2018-11-16,Friday,11:37:54,70.0
ProductId_15,financial_services,ChannelId_3,8000.0,8000,2,0,2018-11-16,Friday,11:42:27,8000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,11:44:56,10000.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,Friday,11:45:31,1000.0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2,0,2018-11-16,Friday,11:45:33,500.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,11:45:37,5000.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,Friday,11:46:00,10000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,Friday,11:46:52,10000.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,Friday,11:47:22,200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,11:47:26,5000.0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2,0,2018-11-16,Friday,11:47:35,7000.0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2,0,2018-11-16,Friday,11:47:45,7000.0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2,0,2018-11-16,Friday,11:48:57,500.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,11:49:01,5000.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-16,Friday,11:49:15,20.0
ProductId_3,airtime,ChannelId_3,5000.0,5000,2,0,2018-11-16,Friday,11:49:37,5000.0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2,0,2018-11-16,Friday,11:51:42,7000.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,Friday,11:52:52,1000.0
ProductId_15,financial_services,ChannelId_3,7000.0,7000,2,0,2018-11-16,Friday,11:53:00,7000.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,11:55:13,10000.0
ProductId_1,airtime,ChannelId_3,1200.0,1200,2,0,2018-11-16,Friday,11:57:13,1200.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,Friday,11:57:14,10000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-16,Friday,11:57:32,50.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,11:57:41,10000.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,Friday,11:57:54,200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,11:57:56,5000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,Friday,11:58:24,10000.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,Friday,11:58:32,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-16,Friday,11:59:02,50.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,Friday,11:59:09,200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,11:59:13,5000.0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2,0,2018-11-16,Friday,12:00:40,500.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,12:00:43,5000.0
ProductId_10,airtime,ChannelId_3,5200.0,5200,2,0,2018-11-16,Friday,12:00:49,5200.0
ProductId_15,financial_services,ChannelId_3,6000.0,6000,2,0,2018-11-16,Friday,12:01:45,6000.0
ProductId_15,financial_services,ChannelId_3,5000.0,5000,2,0,2018-11-16,Friday,12:03:25,5000.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,12:04:41,10000.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,Friday,12:04:53,200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,12:04:57,5000.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,Friday,12:05:24,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-16,Friday,12:05:57,50.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,Friday,12:06:18,1000.0
ProductId_6,financial_services,ChannelId_2,-50.0,50,2,0,2018-11-16,Friday,12:06:50,50.0
ProductId_19,tv,ChannelId_3,4500.0,4500,2,0,2018-11-16,Friday,12:08:38,4500.0
ProductId_6,financial_services,ChannelId_2,-90.0,90,2,0,2018-11-16,Friday,12:08:55,90.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,12:09:58,10000.0
ProductId_10,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,Friday,12:10:17,1000.0
ProductId_6,financial_services,ChannelId_2,-20.0,20,2,0,2018-11-16,Friday,12:10:33,20.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,Friday,12:10:37,10000.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,Friday,12:11:18,200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,12:11:21,5000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,Friday,12:11:34,10000.0
ProductId_6,financial_services,ChannelId_2,-500.0,500,2,0,2018-11-16,Friday,12:12:43,500.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,12:13:02,5000.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,12:13:39,10000.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,12:18:15,10000.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,Friday,12:18:30,200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,12:18:34,5000.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,12:18:56,10000.0
ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,12:19:43,10000.0
ProductId_14,financial_services,ChannelId_3,11100.0,11100,2,0,2018-11-16,Friday,12:21:53,11100.0
ProductId_14,financial_services,ChannelId_3,10700.0,10700,2,0,2018-11-16,Friday,12:22:49,10700.0
ProductId_14,financial_services,ChannelId_3,5325.0,5325,2,0,2018-11-16,Friday,12:23:26,5325.0
ProductId_3,airtime,ChannelId_3,1000.0,1000,2,0,2018-11-16,Friday,12:24:45,1000.0
ProductId_3,airtime,ChannelId_3,10700.0,10700,2,0,2018-11-16,Friday,12:25:39,10700.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,Friday,12:32:04,10000.0
ProductId_10,airtime,ChannelId_3,10000.0,10000,2,0,2018-11-16,Friday,12:32:10,10000.0
ProductId_6,financial_services,ChannelId_2,-200.0,200,2,0,2018-11-16,Friday,12:32:29,200.0
ProductId_6,financial_services,ChannelId_2,-5000.0,5000,2,0,2018-11-16,Friday,12:32:34,5000.0
ProductId_3,airtime,ChannelId_3,10000.0,10000,4,0,2018-11-16,Friday,12:32:56,10000.0
